timestamp,open,high,low,close,volume
2025-11-15 08:24:20.121,96352.0,96369.0,95814.0,95988.0,460.41129
2025-11-15 08:54:20.121,95988.0,96319.0,95660.0,95935.0,648.13614
2025-11-15 09:24:20.121,95936.0,96152.0,95684.0,95959.0,195.22431
2025-11-15 09:54:20.121,95960.0,96087.0,95720.0,95827.0,172.4909
2025-11-15 10:24:20.121,95828.0,95956.0,95702.0,95897.0,204.81482
2025-11-15 10:54:20.121,95897.0,96082.0,95836.0,95962.0,204.91979
2025-11-15 11:24:20.121,95963.0,95993.0,95739.0,95852.0,152.06103
2025-11-15 11:54:20.121,95852.0,95913.0,95638.0,95717.0,303.89902
2025-11-15 12:24:20.121,95718.0,95902.0,95585.0,95873.0,310.95081
2025-11-15 12:54:20.121,95873.0,95894.0,95670.0,95830.0,113.04274
2025-11-15 13:24:20.121,95831.0,96204.0,95743.0,96090.0,391.57921
2025-11-15 13:54:20.121,96090.0,96400.0,96003.0,96395.0,508.52681
2025-11-15 14:24:20.121,96395.0,96511.0,96128.0,96172.0,395.81098
2025-11-15 14:54:20.121,96172.0,96373.0,96063.0,96284.0,299.07802
2025-11-15 15:24:20.121,96285.0,96470.0,96156.0,96421.0,179.48712
2025-11-15 15:54:20.121,96421.0,96421.0,96162.0,96283.0,388.78351
2025-11-15 16:24:20.121,96284.0,96365.0,95723.0,95771.0,2509.58968
2025-11-15 16:54:20.121,95771.0,96195.0,95716.0,96152.0,320.95295
2025-11-15 17:24:20.121,96153.0,96395.0,95828.0,96007.0,571.00494
2025-11-15 17:54:20.121,96018.0,96300.0,95881.0,96219.0,296.72957
2025-11-15 18:24:20.121,96219.0,96353.0,95957.0,96066.0,294.46715
2025-11-15 18:54:20.121,96066.0,96190.0,95977.0,96047.0,141.19437
2025-11-15 19:24:20.121,96047.0,96150.0,95960.0,96057.0,94.88052
2025-11-15 19:54:20.121,96058.0,96069.0,95915.0,96007.0,204.52293
2025-11-15 20:24:20.121,96007.0,96021.0,95620.0,95711.0,709.5272
2025-11-15 20:54:20.121,95711.0,95711.0,95115.0,95277.0,899.53077
2025-11-15 21:24:20.121,95277.0,95691.0,95200.0,95406.0,879.31616
2025-11-15 21:54:20.121,95406.0,95496.0,95121.0,95282.0,551.44932
2025-11-15 22:24:20.121,95282.0,95661.0,95219.0,95610.0,784.26125
2025-11-15 22:54:20.121,95610.0,95654.0,95369.0,95617.0,374.25445
2025-11-15 23:24:20.121,95616.0,95680.0,95480.0,95637.0,327.29833
2025-11-15 23:54:20.121,95637.0,95676.0,95529.0,95592.0,145.81751
2025-11-16 00:24:20.121,95593.0,95704.0,95234.0,95270.0,338.79416
2025-11-16 00:54:20.121,95270.0,95581.0,95201.0,95368.0,449.10648
2025-11-16 01:24:20.121,95369.0,95503.0,95074.0,95448.0,799.14017
2025-11-16 01:54:20.121,95449.0,95466.0,94838.0,95274.0,532.21615
2025-11-16 02:24:20.121,95274.0,95817.0,95099.0,95665.0,351.27258
2025-11-16 02:54:20.121,95665.0,95972.0,95601.0,95972.0,277.93953
2025-11-16 03:24:20.121,95972.0,95984.0,95768.0,95809.0,224.07604
2025-11-16 03:54:20.121,95813.0,95838.0,95631.0,95809.0,232.68726
2025-11-16 04:24:20.121,95816.0,95940.0,95695.0,95832.0,168.87652
2025-11-16 04:54:20.121,95832.0,95832.0,95651.0,95826.0,122.44762
2025-11-16 05:24:20.121,95826.0,96207.0,95814.0,95957.0,1108.41968
